Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Gls_per_90,Sh_shooting_per_90,SoT_per_90,SoT%_per_90,Sh/90_per_90,SoT/90_per_90,G/Sh_per_90,G/SoT_per_90,Dist_per_90,FK_shooting_per_90,xG_per_90,npxG_per_90,xG_shooting_per_90,npxG_shooting_per_90,npxG/Sh_per_90,G-xG_per_90,np:G-xG_per_90,PK_per_90,PKatt_per_90,Ast_per_90,KP_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,PPA_per_90,CrsPA_per_90,Touches_per_90,Att 3rd_possession_per_90,Att Pen_per_90,Att_possession_per_90,Succ_per_90,Succ%_per_90,Tkld_per_90,Tkld%_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,CPA_per_90,Mis_per_90,Dis_per_90,PrgR_per_90,PrgC_possession_per_90,1/3_possession_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,PrgP_per_90,Fls_per_90,Fld_per_90,Recov_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90,onxG_per_90,onxGA_per_90,xG+/-_per_90,xG+/-90_per_90
2420,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28.0,1995.0,FW,22,10,936,10.4,1,0,3,21.0,7.0,33.3,2.02,0.67,0.14,0.43,11.9,0.0,3.5,3.5,3.5,3.5,0.19,-0.5,-0.5,0,0,3,10,1.7,1.1,1.3,5,2,364,174,46,28,10,35.7,16,57.1,191,12,348,7,47,19,52,12,13,153,230,66.5,18,11.0,11.0,38.0,21.0,44.0,32.3,27.4,0.0,12.0,1.0,12.0,23.0,-11.0,-1.06,13.0,16.0,-3.0,-0.29,232.6923076923077,0.09615384615384616,0.0,0.28846153846153844,2.019230769230769,0.6730769230769231,3.2019230769230766,0.19423076923076923,0.06442307692307693,0.013461538461538464,0.041346153846153845,1.1442307692307692,0.0,0.33653846153846156,0.33653846153846156,0.33653846153846156,0.33653846153846156,0.01826923076923077,-0.04807692307692308,-0.04807692307692308,0.0,0.0,0.28846153846153844,0.9615384615384616,0.16346153846153846,0.10576923076923078,0.125,0.4807692307692308,0.19230769230769232,35.0,16.73076923076923,4.423076923076923,2.6923076923076925,0.9615384615384616,3.432692307692308,1.5384615384615385,5.490384615384615,18.365384615384617,1.1538461538461537,33.46153846153846,0.6730769230769231,4.519230769230769,1.826923076923077,5.0,1.1538461538461537,1.25,14.711538461538462,22.115384615384613,6.394230769230769,1.7307692307692308,1.0576923076923077,1.0576923076923077,3.653846153846154,2.019230769230769,4.230769230769231,3.1057692307692304,2.6346153846153846,0.0,1.1538461538461537,0.09615384615384616,1.1538461538461537,2.2115384615384617,-1.0576923076923077,-0.10192307692307692,1.25,1.5384615384615385,-0.28846153846153844,-0.027884615384615383
1259,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,17.0,2006.0,FW,30,11,1084,12.0,1,0,5,22.0,12.0,54.5,1.83,1.0,0.23,0.42,13.7,0.0,3.5,3.5,3.5,3.5,0.16,1.5,1.5,0,0,3,11,1.8,1.1,1.2,7,2,377,174,51,20,12,60.0,6,30.0,263,10,428,5,24,10,63,10,13,216,279,77.4,12,16.0,8.0,35.0,8.0,21.0,27.6,35.4,0.0,19.0,0.63,16.0,25.0,-9.0,-0.75,12.6,18.8,-6.2,-0.52,104.52952029520296,0.08302583025830258,0.0,0.4151291512915129,1.8265682656826567,0.9963099630996309,4.5249077490774905,0.15193726937269375,0.08302583025830258,0.019095940959409596,0.034870848708487084,1.1374538745387452,0.0,0.29059040590405905,0.29059040590405905,0.29059040590405905,0.29059040590405905,0.013284132841328414,0.12453874538745387,0.12453874538745387,0.0,0.0,0.24907749077490773,0.9132841328413284,0.14944649446494465,0.09132841328413285,0.0996309963099631,0.5811808118081181,0.16605166051660517,31.300738007380076,14.44649446494465,4.234317343173432,1.6605166051660516,0.9963099630996309,4.981549815498155,0.49815498154981547,2.4907749077490773,21.83579335793358,0.8302583025830258,35.535055350553506,0.4151291512915129,1.9926199261992619,0.8302583025830258,5.230627306273062,0.8302583025830258,1.0793357933579337,17.933579335793358,23.16420664206642,6.42619926199262,0.9963099630996309,1.3284132841328413,0.6642066420664207,2.9059040590405902,0.6642066420664207,1.7435424354243543,2.2915129151291516,2.9391143911439115,0.0,1.577490774907749,0.05230627306273063,1.3284132841328413,2.0756457564575648,-0.7472324723247232,-0.06226937269372693,1.0461254612546125,1.5608856088560887,-0.514760147601476,-0.04317343173431735
22,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25.0,1998.0,FW,27,16,1419,15.8,1,0,10,31.0,14.0,45.2,1.97,0.89,0.32,0.71,9.6,0.0,5.9,5.9,5.9,5.9,0.19,4.1,4.1,0,0,0,14,0.7,0.4,-0.7,4,0,462,243,82,67,18,26.9,46,68.7,265,16,425,13,62,34,110,16,15,144,204,70.6,23,27.0,16.0,34.0,43.0,43.0,50.0,41.5,5.0,11.0,0.78,30.0,36.0,-6.0,-0.38,22.2,28.4,-6.3,-0.4,1.3953488372093024,0.06342494714587738,0.0,0.6342494714587739,1.9661733615221986,0.8879492600422833,2.8668076109936576,0.12494714587737843,0.05644820295983087,0.02029598308668076,0.04503171247357293,0.6088794926004228,0.0,0.3742071881606766,0.3742071881606766,0.3742071881606766,0.3742071881606766,0.012050739957716702,0.2600422832980972,0.2600422832980972,0.0,0.0,0.0,0.8879492600422833,0.04439746300211416,0.02536997885835095,-0.04439746300211416,0.2536997885835095,0.0,29.30232558139535,15.412262156448202,5.200845665961945,4.249471458773784,1.1416490486257929,1.7061310782241015,2.917547568710359,4.357293868921776,16.807610993657505,1.014799154334038,26.955602536997883,0.824524312896406,3.932346723044397,2.156448202959831,6.976744186046512,1.014799154334038,0.9513742071881607,9.133192389006343,12.938689217758984,4.4778012684989426,1.4587737843551796,1.7124735729386893,1.014799154334038,2.156448202959831,2.7272727272727275,2.7272727272727275,3.171247357293869,2.632135306553911,0.31712473572938693,0.6976744186046512,0.04947145877378435,1.9027484143763214,2.2832980972515857,-0.3805496828752643,-0.024101479915433405,1.4080338266384778,1.8012684989429175,-0.39957716701902746,-0.02536997885835095
2735,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20.0,2003.0,FW,28,20,1706,0.2,10,1,9,0.0,0.0,50.8,1.57,0.8,0.14,0.27,13.3,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1,1,3,1,0.6,0.1,-0.6,0,0,10,6,1,1,1,69.3,0,22.75,8,1,17,1,3,0,2,1,1,6,6,86.25,1,0.0,1.0,1.0,1.0,0.0,64.45,27.9,0.0,1.0,1.26,0.0,1.0,-1.0,-3.03,0.6,0.2,0.4,2.56,144.28487690504102,0.5275498241500586,0.052754982415005855,0.47479484173505276,0.0,0.0,2.6799531066822975,0.08282532239155921,0.04220398593200469,0.007385697538100821,0.014243845252051583,0.701641266119578,0.0,0.0,0.0,0.0,0.0,0.009495896834701055,0.0,0.0,0.052754982415005855,0.052754982415005855,0.1582649472450176,0.052754982415005855,0.031652989449003514,0.005275498241500586,-0.031652989449003514,0.0,0.0,0.5275498241500586,0.3165298944900352,0.052754982415005855,0.052754982415005855,0.052754982415005855,3.655920281359906,0.0,1.2001758499413833,0.42203985932004684,0.052754982415005855,0.8968347010550997,0.052754982415005855,0.1582649472450176,0.0,0.10550996483001171,0.052754982415005855,0.052754982415005855,0.3165298944900352,0.3165298944900352,4.550117233294255,0.052754982415005855,0.0,0.052754982415005855,0.052754982415005855,0.052754982415005855,0.0,3.400058616647128,1.4718640093786635,0.0,0.052754982415005855,0.06647127784290739,0.0,0.052754982415005855,-0.052754982415005855,-0.15984759671746773,0.031652989449003514,0.010550996483001172,0.021101992966002344,0.135052754982415
1499,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19.0,2004.0,FW,10,2,248,2.8,0,0,0,4.0,0.0,0.0,1.45,0.0,0.0,,13.1,0.0,0.3,0.3,0.3,0.3,0.08,-0.3,-0.3,0,0,0,3,0.1,0.2,-0.1,0,0,79,35,12,5,4,80.0,1,20.0,55,1,57,1,16,7,7,1,0,31,40,77.5,2,12.0,0.0,11.0,4.0,9.0,30.8,8.1,0.0,8.0,1.2,2.0,0.0,2.0,0.73,2.9,4.8,-1.9,-0.68,543.991935483871,0.0,0.0,0.0,1.4516129032258065,0.0,0.0,0.5262096774193549,0.0,0.0,,4.754032258064516,0.0,0.10887096774193548,0.10887096774193548,0.10887096774193548,0.10887096774193548,0.02903225806451613,-0.10887096774193548,-0.10887096774193548,0.0,0.0,0.0,1.0887096774193548,0.036290322580645164,0.07258064516129033,-0.036290322580645164,0.0,0.0,28.669354838709676,12.701612903225808,4.354838709677419,1.814516129032258,1.4516129032258065,29.032258064516128,0.3629032258064516,7.258064516129032,19.95967741935484,0.3629032258064516,20.68548387096774,0.3629032258064516,5.806451612903226,2.540322580645161,2.540322580645161,0.3629032258064516,0.0,11.25,14.516129032258064,28.125,0.7258064516129032,4.354838709677419,0.0,3.991935483870968,1.4516129032258065,3.266129032258065,11.17741935483871,2.939516129032258,0.0,2.903225806451613,0.43548387096774194,0.7258064516129032,0.0,0.7258064516129032,0.26491935483870965,1.0524193548387097,1.7419354838709677,-0.689516129032258,-0.24677419354838712
815,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20.0,2003.0,FW,28,23,2078,23.1,3,0,8,47.0,20.0,42.6,2.04,0.87,0.17,0.4,12.0,0.0,10.9,10.1,10.9,10.1,0.21,-2.9,-2.1,0,1,1,9,0.4,0.4,0.6,2,0,505,232,88,34,10,29.4,22,64.7,353,24,598,13,46,29,115,24,19,216,295,73.2,11,26.0,24.0,41.0,33.0,66.0,33.3,67.9,8.0,5.0,1.21,27.0,32.0,-5.0,-0.22,26.8,29.3,-2.6,-0.11,35.29836381135708,0.12993262752646775,0.0,0.34648700673724736,2.0356111645813284,0.8662175168431183,1.8450433108758422,0.08835418671799808,0.037680461982675655,0.007362848893166506,0.01732435033686237,0.519730510105871,0.0,0.4720885466794995,0.4374398460057748,0.4720885466794995,0.4374398460057748,0.009095283926852743,-0.12560153994225218,-0.09095283926852743,0.0,0.04331087584215592,0.04331087584215592,0.38979788257940323,0.01732435033686237,0.01732435033686237,0.025986525505293553,0.08662175168431184,0.0,21.87199230028874,10.048123195380173,3.8113570741097207,1.4725697786333012,0.43310875842155916,1.273339749759384,0.9528392685274302,2.802213666987488,15.288739172281039,1.039461020211742,25.89990375360924,0.5630413859480269,1.992300288739172,1.2560153994225216,4.98075072184793,1.039461020211742,0.8229066410009624,9.355149181905677,12.776708373435996,3.170356111645813,0.4764196342637151,1.1260827718960538,1.039461020211742,1.7757459095283927,1.4292589027911453,2.8585178055822906,1.4422521655437919,2.9408084696823873,0.34648700673724736,0.21655437921077958,0.05240615976900866,1.1693936477382096,1.3859480269489894,-0.21655437921077958,-0.009528392685274301,1.1607314725697786,1.2690086621751686,-0.1126082771896054,-0.0047641963426371505
2300,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,25.0,1997.0,FW,30,18,1584,17.6,5,0,5,29.0,10.0,34.5,1.65,0.57,0.1,0.3,16.4,0.0,4.1,2.5,4.1,2.5,0.09,0.9,0.5,2,2,1,10,1.4,1.1,-0.4,9,3,630,272,61,60,20,33.3,37,61.7,438,38,1057,16,44,22,101,38,16,258,368,70.1,36,26.0,37.0,69.0,12.0,33.0,26.7,51.8,2.0,12.0,0.93,19.0,21.0,-2.0,-0.11,21.2,25.1,-4.0,-0.23,130.6818181818182,0.28409090909090906,0.0,0.28409090909090906,1.6477272727272727,0.5681818181818181,1.960227272727273,0.09375,0.03238636363636364,0.005681818181818182,0.017045454545454544,0.9318181818181818,0.0,0.23295454545454544,0.14204545454545453,0.23295454545454544,0.14204545454545453,0.005113636363636364,0.05113636363636363,0.02840909090909091,0.11363636363636365,0.11363636363636365,0.05681818181818182,0.5681818181818181,0.07954545454545454,0.0625,-0.022727272727272728,0.5113636363636364,0.17045454545454547,35.79545454545455,15.454545454545453,3.465909090909091,3.409090909090909,1.1363636363636362,1.8920454545454541,2.1022727272727275,3.5056818181818183,24.886363636363633,2.1590909090909087,60.05681818181818,0.9090909090909092,2.5,1.25,5.738636363636363,2.1590909090909087,0.9090909090909092,14.659090909090908,20.90909090909091,3.982954545454545,2.0454545454545454,1.4772727272727275,2.1022727272727275,3.920454545454546,0.6818181818181819,1.875,1.5170454545454546,2.943181818181818,0.11363636363636365,0.6818181818181819,0.05284090909090909,1.0795454545454544,1.1931818181818181,-0.11363636363636365,-0.00625,1.2045454545454546,1.4261363636363638,-0.2272727272727273,-0.013068181818181819
2657,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26.0,1997.0,FW,19,3,468,1.6,1,0,2,1.0,0.0,17.4,3.4749999999999996,1.1,0.045,0.25,18.5,0.0,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,0,0,3,3,0.4,0.4,0.6,0,0,49,25,6,4,2,34.1,1,48.85,31,2,78,0,2,1,7,2,2,24,35,70.94999999999999,1,5.0,5.0,5.0,3.0,13.0,30.450000000000003,6.85,1.0,2.0,1.155,2.0,3.0,-1.0,-0.0449999999999999,1.6,2.1,-0.5,-0.33,510.9615384615385,0.19230769230769232,0.0,0.38461538461538464,0.19230769230769232,0.0,3.3461538461538463,0.6682692307692307,0.21153846153846156,0.008653846153846154,0.04807692307692308,3.5576923076923075,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,-0.019230769230769232,-0.019230769230769232,0.0,0.0,0.5769230769230769,0.5769230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.0,0.0,9.423076923076923,4.8076923076923075,1.1538461538461537,0.7692307692307693,0.38461538461538464,6.557692307692308,0.19230769230769232,9.39423076923077,5.961538461538462,0.38461538461538464,15.0,0.0,0.38461538461538464,0.19230769230769232,1.3461538461538463,0.38461538461538464,0.38461538461538464,4.615384615384615,6.730769230769231,13.644230769230768,0.19230769230769232,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.5769230769230769,2.5,5.855769230769231,1.3173076923076923,0.19230769230769232,0.38461538461538464,0.22211538461538463,0.38461538461538464,0.5769230769230769,-0.19230769230769232,-0.008653846153846134,0.3076923076923077,0.4038461538461539,-0.09615384615384616,-0.06346153846153847
719,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,21.0,2001.0,FW,33,33,2650,29.4,8,0,10,49.0,21.0,42.9,1.66,0.71,0.2,0.48,19.7,0.0,4.3,4.3,4.3,4.3,0.09,5.7,5.7,0,0,5,36,3.7,3.7,1.3,33,15,1187,468,76,95,41,43.2,46,48.4,675,85,2416,22,98,46,143,85,59,508,819,62.0,89,28.0,22.0,155.0,11.0,24.0,31.4,86.6,7.0,0.0,1.27,43.0,45.0,-2.0,-0.07,32.8,48.1,-15.3,-0.52,24.418867924528303,0.27169811320754716,0.0,0.33962264150943394,1.6641509433962265,0.7132075471698113,1.4569811320754715,0.05637735849056604,0.02411320754716981,0.00679245283018868,0.01630188679245283,0.6690566037735849,0.0,0.1460377358490566,0.1460377358490566,0.1460377358490566,0.1460377358490566,0.003056603773584905,0.19358490566037737,0.19358490566037737,0.0,0.0,0.16981132075471697,1.2226415094339622,0.1256603773584906,0.1256603773584906,0.04415094339622642,1.120754716981132,0.5094339622641509,40.31320754716981,15.89433962264151,2.581132075471698,3.2264150943396226,1.3924528301886792,1.4671698113207547,1.562264150943396,1.6437735849056603,22.92452830188679,2.8867924528301887,82.05283018867924,0.7471698113207548,3.328301886792453,1.562264150943396,4.856603773584906,2.8867924528301887,2.00377358490566,17.252830188679248,27.81509433962264,2.1056603773584905,3.022641509433962,0.9509433962264152,0.7471698113207548,5.264150943396227,0.3735849056603774,0.8150943396226416,1.0664150943396227,2.9411320754716983,0.2377358490566038,0.0,0.04313207547169812,1.4603773584905662,1.5283018867924527,-0.06792452830188679,-0.002377358490566038,1.1139622641509432,1.6335849056603773,-0.5196226415094339,-0.017660377358490565
348,Erik Botheim,no NOR,"FW,MF",Salernitana,it Serie A,23.0,2000.0,FW,7,4,316,3.5,1,0,0,1.0,0.0,0.0,0.28,0.0,0.0,,15.8,0.0,0.1,0.1,0.1,0.1,0.11,-0.1,-0.1,0,0,0,0,0.0,0.1,0.0,1,0,86,27,7,4,1,25.0,2,50.0,47,3,52,2,3,0,9,3,1,48,65,73.8,5,2.0,11.0,7.0,2.0,17.0,10.5,9.2,0.0,3.0,0.43,2.0,7.0,-5.0,-1.42,1.9,4.5,-2.6,-0.75,99.11392405063292,0.2848101265822785,0.0,0.0,0.2848101265822785,0.0,0.0,0.07974683544303798,0.0,0.0,,4.5,0.0,0.028481012658227847,0.028481012658227847,0.028481012658227847,0.028481012658227847,0.03132911392405063,-0.028481012658227847,-0.028481012658227847,0.0,0.0,0.0,0.0,0.0,0.028481012658227847,0.0,0.2848101265822785,0.0,24.49367088607595,7.689873417721519,1.9936708860759493,1.139240506329114,0.2848101265822785,7.120253164556963,0.569620253164557,14.240506329113925,13.386075949367088,0.8544303797468354,14.81012658227848,0.569620253164557,0.8544303797468354,0.0,2.5632911392405062,0.8544303797468354,0.2848101265822785,13.670886075949367,18.512658227848103,21.018987341772153,1.4240506329113924,0.569620253164557,3.132911392405063,1.9936708860759493,0.569620253164557,4.841772151898734,2.9905063291139236,2.620253164556962,0.0,0.8544303797468354,0.12246835443037975,0.569620253164557,1.9936708860759493,-1.4240506329113924,-0.40443037974683543,0.5411392405063291,1.2816455696202531,-0.7405063291139241,-0.21360759493670886
1080,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,23.0,2000.0,FW,31,29,2552,28.4,1,0,27,113.0,50.0,44.2,3.99,1.76,0.18,0.4,11.9,1.0,29.2,22.9,29.2,22.9,0.2,-2.2,-2.9,7,8,5,29,4.3,2.2,0.7,11,0,636,398,183,30,12,40.0,16,53.3,357,35,728,22,41,19,126,35,13,295,388,76.0,26,18.0,31.0,47.0,39.0,42.0,48.1,74.6,20.0,2.0,2.32,65.0,25.0,40.0,1.41,59.5,26.2,33.4,1.18,38.087774294670844,0.03526645768025078,0.0,0.9521943573667712,3.9851097178683386,1.7633228840125392,1.5587774294670846,0.14071316614420062,0.062068965517241385,0.006347962382445141,0.014106583072100314,0.41967084639498436,0.03526645768025078,1.0297805642633229,0.8076018808777429,1.0297805642633229,0.8076018808777429,0.007053291536050157,-0.07758620689655173,-0.10227272727272727,0.2468652037617555,0.28213166144200624,0.1763322884012539,1.0227272727272727,0.15164576802507837,0.07758620689655173,0.024686520376175546,0.3879310344827586,0.0,22.429467084639498,14.036050156739813,6.4537617554858935,1.0579937304075235,0.42319749216300945,1.4106583072100312,0.5642633228840125,1.8797021943573666,12.59012539184953,1.2343260188087775,25.67398119122257,0.7758620689655172,1.4459247648902822,0.6700626959247649,4.443573667711599,1.2343260188087775,0.45846394984326017,10.403605015673982,13.683385579937303,2.6802507836990594,0.9169278996865203,0.6347962382445141,1.0932601880877741,1.6575235109717867,1.3753918495297806,1.4811912225705328,1.6963166144200628,2.6308777429467085,0.7053291536050156,0.07053291536050156,0.0818181818181818,2.292319749216301,0.8816614420062696,1.4106583072100312,0.0497257053291536,2.0983542319749215,0.9239811912225706,1.1778996865203761,0.041614420062695924
672,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,25.0,1998.0,FW,33,33,2873,31.9,7,0,15,77.0,32.0,41.6,2.41,1.0,0.16,0.38,14.0,0.0,13.5,10.3,13.5,10.3,0.13,1.5,1.7,3,4,9,33,3.9,3.7,5.1,17,1,937,468,164,65,29,44.6,31,47.7,482,28,890,11,77,39,167,28,20,371,574,64.6,60,60.0,35.0,107.0,51.0,89.0,36.4,93.9,23.0,0.0,1.15,47.0,56.0,-9.0,-0.28,42.9,52.3,-9.4,-0.29,21.051166028541594,0.21928297946397493,0.0,0.4698920988513749,2.4121127741037243,1.0024364775495997,1.3031674208144797,0.07549599721545423,0.03132613992342499,0.005012182387747999,0.011903933170901498,0.43856595892794986,0.0,0.4229028889662374,0.3226592412112774,0.4229028889662374,0.3226592412112774,0.004072398190045249,0.04698920988513749,0.05325443786982249,0.09397841977027498,0.12530455969369997,0.2819352593108249,1.0337626174730248,0.12217194570135746,0.11590671771667248,0.15976331360946744,0.5325443786982248,0.03132613992342499,29.35259310824922,14.660633484162897,5.137486947441698,2.0361990950226243,0.9084580577793249,1.3971458405847548,0.9711103376261747,1.494256874347372,15.099199443090846,0.8771319178558997,27.88026453184824,0.34458753915767487,2.4121127741037243,1.2217194570135748,5.231465367211973,0.8771319178558997,0.6265227984684998,11.621997911590672,17.981204316045947,2.0236686390532546,1.8795683954054996,1.8795683954054996,1.0964148973198746,3.3518969718064744,1.5976331360946745,2.7880264531848242,1.1402714932126696,2.941524538809607,0.7205012182387749,0.0,0.03602506091193874,1.4723285764009746,1.7542638357117994,-0.2819352593108249,-0.008771319178558999,1.343891402714932,1.6383571179951268,-0.29446571528019494,-0.009084580577793246
1917,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,19.0,2003.0,FW,29,21,1838,20.4,4,0,3,43.0,20.0,46.5,2.11,0.98,0.07,0.15,18.0,3.0,4.0,4.0,4.0,4.0,0.09,-1.0,-1.0,0,0,2,29,3.8,5.2,-1.8,31,5,983,561,108,122,51,41.8,63,51.6,753,105,2990,38,68,31,237,105,66,535,692,77.3,74,50.0,34.0,86.0,10.0,25.0,28.6,60.1,2.0,8.0,1.69,28.0,32.0,-4.0,-0.2,31.6,33.1,-1.5,-0.07,93.8683351468988,0.19586507072905332,0.0,0.14689880304678998,2.1055495103373234,0.9793253536452666,2.2769314472252447,0.10331882480957563,0.04798694232861806,0.003427638737758433,0.007344940152339499,0.8813928182807399,0.14689880304678998,0.19586507072905332,0.19586507072905332,0.19586507072905332,0.19586507072905332,0.0044069640914037,-0.04896626768226333,-0.04896626768226333,0.0,0.0,0.09793253536452666,1.4200217627856366,0.18607181719260063,0.2546245919477693,-0.088139281828074,1.5179542981501633,0.24483133841131666,48.13384113166485,27.470076169749728,5.28835690968444,5.973884657236126,2.49727965179543,2.046789989118607,3.0848748639825896,2.526659412404788,36.87159956474429,5.14145810663765,146.40914036996736,1.8607181719260066,3.3297062023939064,1.5179542981501633,11.605005440696408,5.14145810663765,3.23177366702938,26.196953210010882,33.88465723612622,3.785092491838955,3.623503808487486,2.4483133841131663,1.6648531011969532,4.211099020674647,0.4896626768226333,1.2241566920565832,1.4004352557127313,2.9428726877040265,0.09793253536452666,0.39173014145810664,0.08275299238302503,1.3710554951033733,1.5669205658324266,-0.19586507072905332,-0.009793253536452667,1.5473340587595212,1.6207834602829163,-0.07344940152339499,-0.003427638737758433
858,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18.0,2004.0,FW,27,15,1367,15.2,1,0,6,33.0,20.0,60.6,2.17,1.32,0.18,0.3,15.5,0.0,4.6,4.6,4.6,4.6,0.14,1.4,1.4,0,0,0,6,0.5,0.8,-0.5,4,0,448,185,45,16,7,43.8,6,37.5,286,13,414,5,40,31,62,13,9,244,303,80.5,15,24.0,25.0,25.0,13.0,18.0,41.9,40.0,4.0,12.0,1.48,24.0,28.0,-4.0,-0.26,21.5,21.1,0.4,0.02,56.488661302121436,0.06583760058522312,0.0,0.3950256035113387,2.1726408193123627,1.3167520117044622,3.9897585954645214,0.14286759326993415,0.08690563277249452,0.011850768105340161,0.019751280175566936,1.0204828090709583,0.0,0.30285296269202633,0.30285296269202633,0.30285296269202633,0.30285296269202633,0.009217264081931237,0.09217264081931237,0.09217264081931237,0.0,0.0,0.0,0.3950256035113387,0.03291880029261156,0.0526700804681785,-0.03291880029261156,0.26335040234089246,0.0,29.495245062179958,12.179956108266277,2.96269202633504,1.0534016093635699,0.46086320409656184,2.8836869056327727,0.3950256035113387,2.468910021945867,18.82955376737381,0.8558888076079005,27.25676664228237,0.32918800292611555,2.6335040234089244,2.0409656181419167,4.081931236283833,0.8558888076079005,0.592538405267008,16.06437454279444,19.948792977322604,5.299926847110461,0.9875640087783467,1.5801024140453548,1.6459400146305778,1.6459400146305778,0.8558888076079005,1.185076810534016,2.7585954645208486,2.6335040234089244,0.26335040234089246,0.7900512070226774,0.09743964886613021,1.5801024140453548,1.8434528163862474,-0.26335040234089246,-0.01711777615215801,1.415508412582297,1.3891733723482078,0.02633504023408925,0.0013167520117044623
1055,Evann Guessand,ci CIV,FW,Nice,fr Ligue 1,22.0,2001.0,FW,34,14,1553,17.3,1,0,6,46.0,20.0,43.5,2.67,1.16,0.09,0.2,12.4,0.0,8.4,6.8,8.4,6.8,0.15,-2.4,-2.8,2,2,0,15,1.4,1.0,-1.4,12,0,565,285,103,64,24,37.5,36,56.3,411,40,1104,14,82,50,114,40,29,218,294,74.1,34,32.0,47.0,56.0,24.0,26.0,48.0,50.8,7.0,20.0,1.62,18.0,20.0,-2.0,-0.12,26.2,21.4,4.8,0.28,61.13972955569865,0.05795235028976175,0.0,0.34771410173857054,2.6658081133290406,1.159047005795235,2.5209272376046363,0.15473277527366386,0.06722472633612363,0.005215711526078558,0.01159047005795235,0.7186091435930457,0.0,0.4867997424339987,0.3940759819703799,0.4867997424339987,0.3940759819703799,0.008692852543464262,-0.1390856406954282,-0.16226658081133288,0.1159047005795235,0.1159047005795235,0.0,0.8692852543464263,0.08113329040566644,0.05795235028976175,-0.08113329040566644,0.6954282034771411,0.0,32.74307791371539,16.5164198325821,5.96909207984546,3.708950418544752,1.3908564069542821,2.1732131358660656,2.0862846104314228,3.2627173213135863,23.81841596909208,2.31809401159047,63.97939471989697,0.8113329040566645,4.752092723760463,2.897617514488088,6.6065679330328395,2.31809401159047,1.6806181584030908,12.63361236316806,17.037990985189957,4.294269156471345,1.9703799098518997,1.854475209272376,2.7237604636188024,3.245331616226658,1.3908564069542821,1.5067611075338054,2.7817128139085643,2.943979394719897,0.40566645202833224,1.159047005795235,0.09388280746941405,1.0431423052157114,1.159047005795235,-0.1159047005795235,-0.006954282034771411,1.5183515775917578,1.2401802962009014,0.2781712813908564,0.016226658081133292
