Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1588,David Mamutovic,de GER,"FW,DF",Mainz 05,de Bundesliga,22,2000,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1589,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,Matches
1590,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,23,1999,0.1,1,0,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Matches
1591,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27,1996,31.9,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,Matches
1592,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,34,1988,1.7,3,0,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0,Matches
1593,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,Matches
1594,Christos Mandas,gr GRE,GK,Lazio,it Serie A,21,2001,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1,Matches
1595,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29,1994,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,Matches
1596,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31,1991,12.4,13,8,8,5,0,7,14,50.0,7,10,7,3,8,21,41,0,Matches
1597,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1,Matches
1598,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25,1998,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,Matches
1599,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,25,1998,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,Matches
1600,Vito Mannone,it ITA,GK,Lille,fr Ligue 1,35,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1601,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32,1991,5.4,9,5,6,3,0,6,8,75.0,2,10,7,3,2,11,20,0,Matches
1602,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,29,1994,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,Matches
1603,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26,1997,1.9,2,0,0,1,1,0,0,,0,1,0,1,0,2,0,0,Matches
1604,Benson Manuel,ao ANG,"MF,FW",Burnley,eng Premier League,26,1997,1.3,3,2,2,1,0,0,0,,0,1,0,1,0,3,0,0,Matches
1605,Faitout Maouassa,fr FRA,"DF,MF",Granada,es La Liga,25,1998,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0,Matches
1606,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25,1998,0.8,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
1607,Marcão,br BRA,DF,Sevilla,es La Liga,27,1996,3.9,9,6,5,4,0,6,10,60.0,4,8,6,2,4,13,11,1,Matches
1608,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29,1994,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,Matches
1609,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,Matches
1610,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31,1992,25.2,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,Matches
1611,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34,1989,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,Matches
1612,Alberto Marí,es ESP,FW,Valencia,es La Liga,22,2001,3.1,4,2,0,1,3,1,1,100.0,0,3,0,3,0,4,5,0,Matches
1613,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,35,1987,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
1614,Pablo Marí,es ESP,DF,Monza,it Serie A,29,1993,29.1,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,Matches
1615,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28,1995,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,Matches
1616,Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29,1993,2.7,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,Matches
1617,Mirko Marić,hr CRO,FW,Monza,it Serie A,28,1995,3.2,4,0,2,1,1,0,2,0.0,2,4,0,4,2,6,3,0,Matches
1618,Rafa Marín,es ESP,DF,Alavés,es La Liga,21,2002,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,Matches
1619,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,20.2,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,Matches
1620,Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1621,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29,1994,19.6,22,8,15,6,1,10,27,37.0,17,26,13,13,30,52,106,4,Matches
1622,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,22,2001,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2,Matches
1623,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24,1999,25.6,21,11,7,8,6,6,16,37.5,10,13,0,13,11,32,7,0,Matches
1624,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20,2003,1.7,3,2,2,0,1,1,4,25.0,3,7,2,5,6,9,1,0,Matches
1625,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29,1994,17.1,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,Matches
1626,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,21,2001,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1627,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,8.1,13,7,7,3,3,6,18,33.3,12,4,1,3,4,17,7,1,Matches
1628,Eric Martel,de GER,MF,Köln,de Bundesliga,21,2002,27.3,70,43,32,34,4,37,67,55.2,30,65,19,46,43,113,80,0,Matches
1629,Roger Martí,es ESP,FW,Cádiz,es La Liga,32,1991,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0,Matches
1630,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27,1995,5.0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,Matches
1631,Aarón Martín,es ESP,DF,Genoa,it Serie A,26,1997,15.3,21,10,7,10,4,9,22,40.9,13,12,4,8,9,30,15,0,Matches
1632,Iván Martín,es ESP,MF,Girona,es La Liga,24,1999,30.3,44,25,22,15,7,22,57,38.6,35,25,3,22,21,65,14,0,Matches
1633,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,17,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1634,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33,1990,13.4,43,27,17,24,2,21,36,58.3,15,16,2,14,9,52,28,2,Matches
1635,Mario Martín,es ESP,MF,Real Madrid,es La Liga,19,2004,0.2,5,1,0,2,3,3,4,75.0,1,2,1,1,0,5,0,0,Matches
1636,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22,2001,22.4,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1,Matches
1637,Tommaso Martinelli,it ITA,GK,Fiorentina,it Serie A,17,2006,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1638,Arnau Martinez,es ESP,DF,Girona,es La Liga,20,2003,13.8,25,16,17,6,2,15,32,46.9,17,15,5,10,10,35,41,3,Matches
1639,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,33.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,3,Matches
1640,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32,1991,14.4,10,7,9,1,0,6,8,75.0,2,13,10,3,11,21,50,0,Matches
1641,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,3,Matches
1642,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25,1997,29.5,22,16,4,13,5,4,19,21.1,15,30,1,29,20,42,10,0,Matches
1643,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25,1998,7.2,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,Matches
1644,Marc Martínez,es ESP,GK,Granada,es La Liga,33,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
1645,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27,1996,25.5,75,47,43,28,4,36,54,66.7,18,38,14,24,30,105,69,4,Matches
1646,Adam Marušić,me MNE,DF,Lazio,it Serie A,30,1992,34.4,45,31,24,19,2,27,49,55.1,22,27,7,20,29,74,63,2,Matches
1647,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23,2000,20.6,39,25,18,17,4,18,36,50.0,18,28,2,26,14,53,18,1,Matches
1648,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,30,1993,17.5,33,16,16,17,0,18,35,51.4,17,24,8,16,31,64,30,1,Matches
1649,Adam Masina,ma MAR,DF,Udinese,it Serie A,29,1994,0.7,4,0,2,2,0,2,4,50.0,2,2,1,1,2,6,5,0,Matches
1650,Adam Masina,ma MAR,DF,Torino,it Serie A,29,1994,11.4,17,12,8,8,1,5,20,25.0,15,12,6,6,11,28,30,0,Matches
1651,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24,1998,24.7,64,40,37,22,5,37,70,52.9,33,32,10,22,25,89,75,2,Matches
1652,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22,2001,0.2,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
1653,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,22,2000,0.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
1654,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,30,1992,24.7,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,Matches
1655,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,34,1988,19.9,24,15,12,8,4,11,26,42.3,15,18,1,17,17,41,31,0,Matches
1656,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20,2002,23.0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1,Matches
1657,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21,2002,1.1,3,1,0,3,0,2,4,50.0,2,1,1,0,3,6,0,0,Matches
1658,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26,1997,25.4,22,15,4,11,7,6,10,60.0,4,13,4,9,4,26,14,0,Matches
1659,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,34,1988,11.4,19,10,7,9,3,9,12,75.0,3,15,7,8,27,46,19,0,Matches
1660,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,34,1988,13.9,17,11,8,7,2,9,19,47.4,10,17,6,11,16,33,17,1,Matches
1661,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31,1991,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,Matches
1662,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1663,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2002,13.1,18,11,11,7,0,10,18,55.6,8,14,10,4,13,31,74,1,Matches
1664,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21,2002,3.3,9,7,5,3,1,2,7,28.6,5,4,1,3,4,13,4,0,Matches
1665,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18,2005,2.0,3,1,0,3,0,1,4,25.0,3,2,0,2,1,4,1,0,Matches
1666,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,29,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1667,Alan Matturro,uy URU,DF,Genoa,it Serie A,18,2004,1.2,1,1,1,0,0,1,1,100.0,0,6,3,3,2,3,4,0,Matches
1668,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25,1998,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,Matches
1669,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25,1998,8.8,7,3,3,4,0,4,7,57.1,3,9,2,7,11,18,17,0,Matches
1670,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,26,1996,14.7,10,7,4,5,1,3,13,23.1,10,11,0,11,2,12,3,0,Matches
1671,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26,1996,1.2,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,Matches
1672,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,18,2004,0.6,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
1673,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,25,1997,16.7,28,16,17,9,2,17,21,81.0,4,21,13,8,23,51,79,3,Matches
1674,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18,2005,12.4,22,15,14,4,4,9,23,39.1,14,22,11,11,22,44,41,1,Matches
1675,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29,1993,15.0,26,17,6,18,2,19,26,73.1,7,18,1,17,7,33,18,2,Matches
1676,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,34,1989,8.0,17,12,8,5,4,6,14,42.9,8,5,0,5,7,24,7,0,Matches
1677,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,2,Matches
1678,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1679,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26,1997,23.9,9,5,2,2,5,5,22,22.7,17,7,0,7,4,13,16,0,Matches
1680,Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17,2006,3.6,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,Matches
1681,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25,1998,1.4,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Matches
1682,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,13.3,32,21,14,11,7,13,21,61.9,8,14,1,13,20,52,27,1,Matches
1683,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,24.6,45,23,15,24,6,26,49,53.1,23,23,7,16,19,64,62,0,Matches
1684,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28,1995,14.1,25,19,14,10,1,16,29,55.2,13,14,6,8,5,30,31,0,Matches
1685,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28,1995,4.8,5,2,1,2,2,2,3,66.7,1,5,1,4,1,6,13,0,Matches
1686,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28,1995,22.7,51,39,25,18,8,23,40,57.5,17,29,9,20,24,75,48,0,Matches
1687,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1688,Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,16,2006,0.5,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
1689,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24,1998,24.0,4,1,1,1,2,4,9,44.4,5,4,0,4,2,6,2,0,Matches
1690,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,1.7,5,1,0,1,4,1,2,50.0,1,1,0,1,1,6,2,0,Matches
1691,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25,1998,3.2,6,3,3,3,0,2,5,40.0,3,10,7,3,5,11,26,0,Matches
1692,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,24.5,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,Matches
1693,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28,1995,0.2,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,Matches
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23,1999,21.8,15,10,6,6,3,5,19,26.3,14,26,2,24,7,22,13,0,Matches
1695,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,18,2004,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1696,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24,1999,3.4,4,4,1,2,1,4,7,57.1,3,4,1,3,1,5,0,0,Matches
1697,Nathanael Mbuku,cd COD,FW,Augsburg,de Bundesliga,21,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1698,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,20,2002,20.2,32,21,9,13,10,13,33,39.4,20,20,0,20,11,43,18,0,Matches
1699,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,20,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1700,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27,1996,14.2,17,7,4,7,6,5,12,41.7,7,18,2,16,5,22,28,0,Matches
1701,James McConnell,eng ENG,MF,Liverpool,eng Premier League,18,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
1702,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,28,1994,33.3,59,35,18,34,7,32,77,41.6,45,33,4,29,21,80,21,0,Matches
1703,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26,1996,4.6,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,Matches
1704,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,24,1998,28.8,48,29,31,11,6,17,27,63.0,10,28,7,21,18,66,69,0,Matches
1705,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,23,1999,32.1,44,27,16,14,14,24,55,43.6,31,44,7,37,22,66,37,0,Matches
1706,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26,1996,21.1,49,25,23,24,2,22,33,66.7,11,34,12,22,14,63,54,0,Matches
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24,1999,30.2,64,38,25,31,8,44,69,63.8,25,38,13,25,24,88,59,2,Matches
1708,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33,1989,14.1,26,15,12,12,2,17,22,77.3,5,21,13,8,13,39,63,1,Matches
1709,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,25,1997,16.5,28,21,10,14,4,11,27,40.7,16,21,2,19,33,61,15,0,Matches
1710,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,21,2001,7.1,16,10,13,3,0,8,12,66.7,4,11,5,6,11,27,35,0,Matches
1711,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21,2001,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0,Matches
1712,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,20,2003,1.5,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0,Matches
1713,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,20,2003,1.2,3,3,1,2,0,0,1,0.0,1,1,0,1,0,3,0,0,Matches
1714,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,25,1997,12.5,14,6,4,10,0,4,12,33.3,8,13,0,13,5,19,4,1,Matches
1715,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,29,1994,12.3,14,8,7,5,2,7,19,36.8,12,12,4,8,4,18,11,0,Matches
1716,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28,1994,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
1717,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,26,1996,22.1,45,30,17,24,4,26,42,61.9,16,27,3,24,18,63,8,0,Matches
1718,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29,1994,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,Matches
1719,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25,1998,4.4,16,13,11,5,0,8,16,50.0,8,4,2,2,1,17,17,1,Matches
1720,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21,2002,3.0,5,5,4,1,0,4,7,57.1,3,4,0,4,4,9,2,0,Matches
1721,Tomás Mendes,es ESP,MF,Alavés,es La Liga,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1722,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,26,1997,26.8,42,28,13,20,9,15,43,34.9,28,23,4,19,12,54,21,0,Matches
1723,Bruno Méndez,uy URU,DF,Granada,es La Liga,23,1999,14.8,36,17,19,12,5,21,37,56.8,16,24,6,18,26,62,45,0,Matches
1724,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19,2003,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
1725,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1726,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,19,2004,4.6,7,5,4,3,0,3,7,42.9,4,4,1,3,8,15,16,0,Matches
1727,Benjamin Mendy,fr FRA,DF,Lorient,fr Ligue 1,29,1994,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0,Matches
1728,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28,1995,19.1,15,10,12,2,1,11,14,78.6,3,12,2,10,13,28,26,1,Matches
1729,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,22,2001,14.0,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1,Matches
1730,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31,1992,11.7,29,18,10,13,6,16,20,80.0,4,11,4,7,14,43,14,1,Matches
1731,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21,2002,27.4,54,22,33,20,1,19,30,63.3,11,39,27,12,57,111,140,1,Matches
1732,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25,1997,6.9,12,11,9,3,0,9,14,64.3,5,13,6,7,7,19,30,1,Matches
1733,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26,1997,7.5,8,7,6,2,0,4,7,57.1,3,5,3,2,8,16,33,0,Matches
1734,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,30.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,10,1,Matches
1735,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27,1996,27.6,77,43,25,34,18,22,48,45.8,26,36,11,25,16,93,55,3,Matches
1736,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21,2002,7.8,13,12,7,5,1,8,20,40.0,12,4,0,4,6,19,14,0,Matches
1737,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21,2002,14.3,29,20,15,12,2,16,25,64.0,9,22,1,21,18,47,22,0,Matches
1738,Junior Messias,br BRA,"MF,DF",Genoa,it Serie A,32,1991,11.7,26,20,19,5,2,8,19,42.1,11,9,1,8,5,31,22,0,Matches
1739,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31,1991,6.5,5,1,3,2,0,3,13,23.1,10,8,2,6,4,9,22,0,Matches
1740,Bastien Meupiyou,fr FRA,DF,Nantes,fr Ligue 1,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1741,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32,1991,7.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,Matches
1742,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,es La Liga,29,1994,0.9,4,3,3,1,0,0,1,0.0,1,1,1,0,2,6,5,0,Matches
1743,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1744,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33,1990,6.5,7,5,2,1,4,2,7,28.6,5,1,0,1,0,7,4,0,Matches
1745,Miguel,es ESP,"FW,MF",Alavés,es La Liga,23,1999,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
1746,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,22,2000,19.4,4,3,1,2,1,0,9,0.0,9,11,0,11,8,12,3,0,Matches
1747,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25,1997,27.9,41,21,24,14,3,22,36,61.1,14,22,14,8,27,68,95,1,Matches
1748,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17,2006,13.4,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,Matches
1749,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29,1994,10.2,9,5,2,5,2,3,5,60.0,2,7,1,6,5,14,3,0,Matches
1750,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,14,4,Matches
1751,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25,1998,5.5,7,3,4,3,0,6,9,66.7,3,4,3,1,4,11,19,1,Matches
1752,Luis Milla,es ESP,MF,Getafe,es La Liga,28,1994,23.5,57,33,19,28,10,28,47,59.6,19,20,1,19,32,89,10,0,Matches
1753,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,21,2002,24.9,40,22,9,21,10,18,39,46.2,21,24,2,22,16,56,7,1,Matches
1754,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,37,1986,8.6,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0,Matches
1755,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1756,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,19,2003,3.4,4,4,1,3,0,2,4,50.0,2,2,0,2,0,4,5,0,Matches
1757,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,26,1996,21.9,37,24,21,11,5,12,24,50.0,12,29,19,10,45,82,70,2,Matches
1758,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,28,1994,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,Matches
